date,County,latitude,longitude,precipitation_amount_mm,air_temp_celsius,dew_point_air_temp_celsius,relative_humidity_precent,mean_sea_level_pressure,mean_hourly_wind_speed_knots,mean_hourly_wind_speed_kph,wind_gust_kph,wind_direction_degrees,wind_geo_direction
08/03/2024 23:00,Carlow,52.861,-6.915,0,6,2,75.51,1001,16.2,30,31.7,80,E
08/03/2024 00:00,Donegal,55.372,-7.339,0,6.2,3,79.96,1016,13.99,25.9,43.6,106.8,E
08/03/2024 01:00,Donegal,55.372,-7.339,0,5.9,2.8,80.49,1016,13.99,25.9,44.3,108.7,E
08/03/2024 02:00,Donegal,55.372,-7.339,0,5.7,2.8,81.61,1015,14.36,26.6,45.4,106,E
08/03/2024 03:00,Donegal,55.372,-7.339,0,5.5,2.4,80.43,1014,15.93,29.5,50.8,108.5,E
08/03/2024 04:00,Donegal,55.372,-7.339,0.2,5.4,2.3,80.42,1014,15.55,28.8,51.1,106.5,E
08/03/2024 05:00,Donegal,55.372,-7.339,0.1,5.2,2.1,80.39,1013,15.93,29.5,51.5,105.4,E
08/03/2024 06:00,Donegal,55.372,-7.339,0,6,3,81.07,1012,7.99,14.8,50,80,E
08/03/2024 07:00,Donegal,55.372,-7.339,0,6,3,81.07,1012,12.04,22.3,52.6,100,E
08/03/2024 08:00,Donegal,55.372,-7.339,0,6,2.3,77.25,1011.1,13.39,24.8,56.5,92,E
08/03/2024 09:00,Donegal,55.372,-7.339,0,6,2.6,78.86,1011.4,12.04,22.3,62.6,80,E
08/03/2024 10:00,Donegal,55.372,-7.339,0,6.8,2.6,74.7,1010.8,11.88,22,63,100,E
08/03/2024 11:00,Donegal,55.372,-7.339,0,6.8,2.8,75.65,1010.4,12.64,23.4,61.6,96,E
08/03/2024 12:00,Donegal,55.372,-7.339,0,7.1,2.6,72.64,1010.4,10.91,20.2,56.9,96,E
08/03/2024 13:00,Donegal,55.372,-7.339,0,7.2,2.7,73.46,1008.8,9.94,18.4,57.2,102,E
08/03/2024 14:00,Donegal,55.372,-7.339,0,7.3,2.4,71.36,1008.1,12.69,23.5,48.2,97,E
08/03/2024 15:00,Donegal,55.372,-7.339,0,8,2,65.84,1008,14.96,27.7,56.2,110,E
08/03/2024 16:00,Donegal,55.372,-7.339,0,8,1,61.28,1007.4,17.87,33.1,57.2,102,E
08/03/2024 17:00,Donegal,55.372,-7.339,0,7.7,1.2,63.15,1005.8,15.17,28.1,58.3,90,E
08/03/2024 18:00,Donegal,55.372,-7.339,0,7,1.8,69.51,1006.4,13.23,24.5,55.4,86,E
08/03/2024 19:00,Donegal,55.372,-7.339,0,7.7,1,62.18,1005.8,15.17,28.1,59,82,E
08/03/2024 20:00,Donegal,55.372,-7.339,0,6.5,0.5,65.5,1007,18.47,34.2,60.1,99.4,E
08/03/2024 21:00,Donegal,55.372,-7.339,0,7,1,65.61,1006,13.99,25.9,60.8,90,E
08/03/2024 22:00,Donegal,55.372,-7.339,0,5.6,0.7,70.72,1007,17.87,33.1,58.7,98.9,E
08/03/2024 23:00,Donegal,55.372,-7.339,0,5.1,0.1,70.11,1007,18.47,34.2,61.9,98.1,E
09/03/2024 00:00,Westmeath,53.537,-7.362,0,5,2,80.94,1000.4,17.98,33.3,50,84,E
09/03/2024 01:00,Westmeath,53.537,-7.362,0,6,1,70.29,1000.4,15.28,28.3,43.9,84,E
09/03/2024 02:00,Westmeath,53.537,-7.362,0,5,1,75.34,999.4,14.42,26.7,46.4,84,E
09/03/2024 03:00,Westmeath,53.537,-7.362,0,6,2,75.51,998.4,14.85,27.5,40,80,E
09/03/2024 04:00,Westmeath,53.537,-7.362,0,6,3,81.07,998,16.58,30.7,44.6,70,E
09/03/2024 05:00,Westmeath,53.537,-7.362,0,6,3,81.07,997.4,17.98,33.3,50,74,E
09/03/2024 06:00,Westmeath,53.537,-7.362,0,6,3,81.07,997,16.69,30.9,51.4,76,E
09/03/2024 07:00,Westmeath,53.537,-7.362,0,6,3,81.07,997,17.01,31.5,41.8,76,E
09/03/2024 08:00,Westmeath,53.537,-7.362,0,6,2.5,78.54,997,17.01,31.5,61.2,70,E
09/03/2024 09:00,Westmeath,53.537,-7.362,0,6,3,81.07,997,17.12,31.7,52.2,76,E
09/03/2024 10:00,Westmeath,53.537,-7.362,0,6.4,3,78.61,996.4,16.79,31.1,53.6,76,E
09/03/2024 11:00,Westmeath,53.537,-7.362,0.1,7,3,75.68,996,17.66,32.7,51.4,76,E
09/03/2024 12:00,Westmeath,53.537,-7.362,0.2,6.4,4,84.35,995.4,18.95,35.1,53.6,76,E
09/03/2024 13:00,Westmeath,53.537,-7.362,0,6.4,4,84.35,995.4,18.09,33.5,48.6,80,E
09/03/2024 14:00,Westmeath,53.537,-7.362,0.3,6.4,5,90.46,995,15.82,29.3,47.9,80,E
09/03/2024 15:00,Westmeath,53.537,-7.362,0.2,7,5,87.09,994.4,15.93,29.5,47.9,80,E
09/03/2024 16:00,Westmeath,53.537,-7.362,0.2,7,5,87.09,994.4,15.93,29.5,47.2,80,E
09/03/2024 17:00,Westmeath,53.537,-7.362,0.1,7,5.5,90.5,995,13.28,24.6,43.9,76,E
09/03/2024 18:00,Westmeath,53.537,-7.362,0,7,6,93.35,995,12.8,23.7,26.6,76,E
09/03/2024 19:00,Westmeath,53.537,-7.362,0,7,6,93.35,995,10.58,19.6,27,60,NE
09/03/2024 20:00,Westmeath,53.537,-7.362,0,7.4,5.5,87.77,995.4,9.72,18,26.6,56,NE
09/03/2024 21:00,Westmeath,53.537,-7.362,0,7,5.5,90.5,996,12.8,23.7,29.5,76,E
09/03/2024 22:00,Westmeath,53.537,-7.362,0,7.4,5,84.46,996,14.2,26.3,31.7,76,E
09/03/2024 23:00,Westmeath,53.537,-7.362,0,7,5,87.09,996,11.93,22.1,31,71,E
09/03/2024 00:00,Tipperary,53.035,-8.009,0,6,2,75.51,997,13.99,25.9,24.8,60,NE
09/03/2024 01:00,Tipperary,53.035,-8.009,0,6,1,70.29,997,12.04,22.3,25.6,70,E
09/03/2024 02:00,Tipperary,53.035,-8.009,0,5,1,75.34,997,7.99,14.8,27.7,40,NE
09/03/2024 03:00,Tipperary,53.035,-8.009,0,5,2,80.94,996,12.04,22.3,28.4,50,NE
09/03/2024 04:00,Tipperary,53.035,-8.009,0,6,2,75.51,996,12.04,22.3,27.4,40,NE
09/03/2024 05:00,Tipperary,53.035,-8.009,0,5,2,80.94,995,14.96,27.7,26.6,40,NE
09/03/2024 06:00,Tipperary,53.035,-8.009,0,5,1,75.34,995,13.01,24.1,25.2,40,NE
09/03/2024 07:00,Tipperary,53.035,-8.009,0,5,2,80.94,995,11.07,20.5,26.6,40,NE
09/03/2024 08:00,Tipperary,53.035,-8.009,0,5,2,80.94,995,12.04,22.3,34.2,30,NE
09/03/2024 09:00,Tipperary,53.035,-8.009,0,6,3,81.07,994,19.06,35.3,42.5,40,NE
09/03/2024 10:00,Tipperary,53.035,-8.009,0,7,3,75.68,994,17.12,31.7,46.1,40,NE
09/03/2024 11:00,Tipperary,53.035,-8.009,0,7,3,75.68,994,13.01,24.1,49,40,NE
09/03/2024 12:00,Tipperary,53.035,-8.009,0,8,3,70.69,994,12.04,22.3,45.7,60,NE
09/03/2024 13:00,Tipperary,53.035,-8.009,0,9,4,70.88,994,19.06,35.3,46.4,60,NE
09/03/2024 14:00,Tipperary,53.035,-8.009,0,8,3,70.69,993,14.96,27.7,45.7,50,NE
09/03/2024 15:00,Tipperary,53.035,-8.009,0,7,5,87.09,994,13.01,24.1,45.4,40,NE
09/03/2024 16:00,Tipperary,53.035,-8.009,0,8,4,75.85,993,12.04,22.3,41,40,NE
09/03/2024 17:00,Tipperary,53.035,-8.009,0,8,4,75.85,994,14.96,27.7,30.6,40,NE
09/03/2024 18:00,Tipperary,53.035,-8.009,0,7,5,87.09,994,13.01,24.1,20.9,40,NE
09/03/2024 19:00,Tipperary,53.035,-8.009,0,7,5,87.09,995,8.96,16.6,22.7,30,NE
09/03/2024 20:00,Tipperary,53.035,-8.009,0,7,5,87.09,995,13.01,24.1,23.4,20,NW
09/03/2024 21:00,Tipperary,53.035,-8.009,0,7,5,87.09,995,9.94,18.4,22.7,20,NW
09/03/2024 22:00,Tipperary,53.035,-8.009,0.3,7,5,87.09,995,12.04,22.3,22.3,20,NW
09/03/2024 23:00,Tipperary,53.035,-8.009,0.3,7,5,87.09,995,11.07,20.5,23.4,20,NW
09/03/2024 00:00,Roscommon,53.727,-7.981,0,5.5,1.5,75.43,1001,9.94,18.4,32,75.1,E
09/03/2024 01:00,Roscommon,53.727,-7.981,0,5.2,1.6,77.57,1000,10.69,19.8,34.2,74.4,E
09/03/2024 02:00,Roscommon,53.727,-7.981,0,5.1,1.4,77,1000,10.69,19.8,35.6,73.9,E
09/03/2024 03:00,Roscommon,53.727,-7.981,0,4.9,1.1,76.41,999,10.1,18.7,34.9,73.8,E
09/03/2024 04:00,Roscommon,53.727,-7.981,0,5,1.1,75.88,999,10.1,18.7,32.8,66.9,NE
09/03/2024 05:00,Roscommon,53.727,-7.981,0,5,1.5,78.09,999,9.94,18.4,33.5,64.5,NE
09/03/2024 06:00,Roscommon,53.727,-7.981,0,5.1,0.9,74.28,998,10.48,19.4,33.8,61.2,NE
09/03/2024 07:00,Roscommon,53.727,-7.981,0,4,0,75.16,998,13.01,24.1,34.2,60,NE
09/03/2024 08:00,Roscommon,53.727,-7.981,0,4.3,1.3,80.85,998.8,10.75,19.9,32.8,70,E
09/03/2024 09:00,Roscommon,53.727,-7.981,0,4.3,1.3,80.85,998.8,13.23,24.5,34.6,60,NE
09/03/2024 10:00,Roscommon,53.727,-7.981,0,5,1.3,77.46,998.8,13.23,24.5,35.3,68,E
09/03/2024 11:00,Roscommon,53.727,-7.981,0,5.3,1.3,75.41,997.8,14.8,27.4,37.1,68,E
09/03/2024 12:00,Roscommon,53.727,-7.981,0,5.7,1.7,75.47,997.8,14.8,27.4,41.8,74,E
09/03/2024 13:00,Roscommon,53.727,-7.981,0,6.7,1.7,70.44,997.4,13.39,24.8,48.2,62,NE
09/03/2024 14:00,Roscommon,53.727,-7.981,0.1,6.7,2.1,72.41,997.4,15.55,28.8,51.8,72,E
09/03/2024 15:00,Roscommon,53.727,-7.981,0,6.7,2.3,73.6,997.4,13.99,25.9,43.9,72,E
09/03/2024 16:00,Roscommon,53.727,-7.981,0.1,7,3,75.68,998,13.99,25.9,39.6,80,E
09/03/2024 17:00,Roscommon,53.727,-7.981,0,7,4,81.21,998,13.01,24.1,40.7,80,E
09/03/2024 18:00,Roscommon,53.727,-7.981,0,6,4,87,998,9.94,18.4,27,60,NE
09/03/2024 19:00,Roscommon,53.727,-7.981,0,6,4,87,998,11.07,20.5,27.4,70,E
09/03/2024 20:00,Roscommon,53.727,-7.981,0,6.1,4.2,87.62,997,7.18,13.3,25.9,43.7,NE
09/03/2024 21:00,Roscommon,53.727,-7.981,0,5.9,4.2,88.84,998,7.18,13.3,24.1,40.6,NE
09/03/2024 22:00,Roscommon,53.727,-7.981,0,5.7,4.2,90.08,998,7.18,13.3,23,36.5,NE
09/03/2024 23:00,Roscommon,53.727,-7.981,0,5.9,4.3,89.46,998,7.4,13.7,24.1,38.5,NE
09/03/2024 00:00,Meath,53.516,-6.66,0,5,2,80.94,1000.5,18.09,33.5,50,85,E
09/03/2024 01:00,Meath,53.516,-6.66,0,6,1,70.29,1000.5,15.5,28.7,47.2,85,E
09/03/2024 02:00,Meath,53.516,-6.66,0,5,1,75.34,999.5,14.47,26.8,46.4,85,E
09/03/2024 03:00,Meath,53.516,-6.66,0,6,2,75.51,998.5,14.96,27.7,38.5,80,E
09/03/2024 04:00,Meath,53.516,-6.66,0,6,3,81.07,998,16.96,31.4,44.6,70,E
09/03/2024 05:00,Meath,53.516,-6.66,0,6,3,81.07,997.5,18.09,33.5,50,75,E
09/03/2024 06:00,Meath,53.516,-6.66,0,6,3,81.07,997,16.96,31.4,52,75,E
09/03/2024 07:00,Meath,53.516,-6.66,0,6,3,81.07,997,17.44,32.3,45.7,75,E
09/03/2024 08:00,Meath,53.516,-6.66,0,6,2.5,78.28,997,17.44,32.3,61.2,70,E
09/03/2024 09:00,Meath,53.516,-6.66,0.1,6,3,81.07,997,17.44,32.3,52.8,75,E
09/03/2024 10:00,Meath,53.516,-6.66,0.1,6.4,3,78.36,996.5,17.01,31.5,53.6,75,E
09/03/2024 11:00,Meath,53.516,-6.66,0.6,7,3,75.68,996,17.93,33.2,52,75,E
09/03/2024 12:00,Meath,53.516,-6.66,0.9,6.4,4,84.08,995.5,19.06,35.3,53.6,75,E
09/03/2024 13:00,Meath,53.516,-6.66,0,6.4,4,84.08,995.5,18.41,34.1,49,80,E
09/03/2024 14:00,Meath,53.516,-6.66,0.9,6.4,5,90.17,995,16.04,29.7,51.1,80,E
09/03/2024 15:00,Meath,53.516,-6.66,0.5,7,5,87.09,994.5,15.93,29.5,51.8,80,E
09/03/2024 16:00,Meath,53.516,-6.66,0.2,7,5,87.09,994.5,16.04,29.7,46.1,80,E
09/03/2024 17:00,Meath,53.516,-6.66,0,7,5.5,90.21,995,13.5,25,38.9,75,E
09/03/2024 18:00,Meath,53.516,-6.66,0,7,6,93.35,995,13.01,24.1,28.8,75,E
09/03/2024 19:00,Meath,53.516,-6.66,0,7,6,93.35,995,10.96,20.3,30.2,60,NE
09/03/2024 20:00,Meath,53.516,-6.66,0,7.4,5.5,87.21,995.5,9.99,18.5,31,55,NE
09/03/2024 21:00,Meath,53.516,-6.66,0,7,5.5,90.21,996,13.01,24.1,32.8,75,E
09/03/2024 22:00,Meath,53.516,-6.66,0.1,7.4,5,84.2,996,14.53,26.9,34.9,75,E
09/03/2024 23:00,Meath,53.516,-6.66,0,7,5,87.09,996,12.04,22.3,34.9,70,E
09/03/2024 00:00,Mayo,53.711,-8.993,0,4.6,1.5,80.3,1000,8.53,15.8,27,69.4,E
09/03/2024 01:00,Mayo,53.711,-8.993,0,4.7,1.6,80.32,999,9.34,17.3,29.2,69.5,E
09/03/2024 02:00,Mayo,53.711,-8.993,0,4.6,1.3,79.16,999,9.34,17.3,29.9,74.5,E
09/03/2024 03:00,Mayo,53.711,-8.993,0,4.3,1.3,80.84,999,8.75,16.2,29.2,72.1,E
09/03/2024 04:00,Mayo,53.711,-8.993,0,4.4,1.1,79.13,999,9.13,16.9,28.4,70.8,E
09/03/2024 05:00,Mayo,53.711,-8.993,0,4.3,0.7,77.42,998,8.15,15.1,28.1,59,NE
09/03/2024 06:00,Mayo,53.711,-8.993,0,4.1,0.3,76.28,998,7.99,14.8,24.8,48.7,NE
09/03/2024 07:00,Mayo,53.711,-8.993,0,3.9,0,75.16,998,13.01,24.1,27.7,60,NE
09/03/2024 08:00,Mayo,53.711,-8.993,0,4.1,1.1,80.81,998.2,10.15,18.8,29.5,70,E
09/03/2024 09:00,Mayo,53.711,-8.993,0,4.1,1.1,80.81,998.2,13.77,25.5,32,60,NE
09/03/2024 10:00,Mayo,53.711,-8.993,0,5,1.1,75.93,998.2,13.77,25.5,32.8,62,NE
09/03/2024 11:00,Mayo,53.711,-8.993,0,5.1,1.1,75.36,997.2,15.61,28.9,35.3,62,NE
09/03/2024 12:00,Mayo,53.711,-8.993,0,5.2,1.2,75.38,997.2,15.61,28.9,36.4,71,E
09/03/2024 13:00,Mayo,53.711,-8.993,0,6.2,1.2,70.33,997.1,13.12,24.3,40,53,NE
09/03/2024 14:00,Mayo,53.711,-8.993,0,6.2,1.3,70.89,997.1,15.82,29.3,51.8,63,NE
09/03/2024 15:00,Mayo,53.711,-8.993,0,6.2,2.1,74.96,997.1,13.99,25.9,37.8,63,NE
09/03/2024 16:00,Mayo,53.711,-8.993,0,7,3,75.68,998,13.99,25.9,32.8,80,E
09/03/2024 17:00,Mayo,53.711,-8.993,0.3,7,4,81.21,998,13.01,24.1,29.9,80,E
09/03/2024 18:00,Mayo,53.711,-8.993,0,6,4,87,998,9.94,18.4,26.6,60,NE
09/03/2024 19:00,Mayo,53.711,-8.993,0,6,4,87,998,11.07,20.5,27,70,E
09/03/2024 20:00,Mayo,53.711,-8.993,0,6,3.2,82.23,997,6.8,12.6,23.8,36.5,NE
09/03/2024 21:00,Mayo,53.711,-8.993,0,5.9,3.5,84.57,998,5.83,10.8,21.6,44.9,NE
09/03/2024 22:00,Mayo,53.711,-8.993,0,5.7,3.6,86.36,998,5.24,9.7,18.7,35.1,NE
09/03/2024 23:00,Mayo,53.711,-8.993,0,5.6,3.7,87.57,998,5.24,9.7,16.9,29.9,NE
09/03/2024 00:00,Kerry,51.938,-10.241,0,7.5,2.9,72.62,994,15.93,29.5,52.2,92.4,E
09/03/2024 01:00,Kerry,51.938,-10.241,0,7.3,2.8,73.1,993,14.8,27.4,54,87.6,E
09/03/2024 02:00,Kerry,51.938,-10.241,0,7.2,2.5,72.05,993,13.01,24.1,47.5,81.2,E
09/03/2024 03:00,Kerry,51.938,-10.241,0,7,2.1,70.99,993,11.29,20.9,41.8,79.9,E
09/03/2024 04:00,Kerry,51.938,-10.241,0,6.7,1.8,70.94,993,8.96,16.6,35.6,72.8,E
09/03/2024 05:00,Kerry,51.938,-10.241,0,6.3,1.4,70.86,993,7.4,13.7,28.1,56.9,NE
09/03/2024 06:00,Kerry,51.938,-10.241,0,5.4,1.4,75.41,993,7.02,13,22,43.1,NE
09/03/2024 07:00,Kerry,51.938,-10.241,0,4.8,1.3,78.06,992,7.4,13.7,23.4,26.6,NE
09/03/2024 08:00,Kerry,51.938,-10.241,0,4.7,1.4,79.17,993,8.15,15.1,25.2,24.6,NE
09/03/2024 09:00,Kerry,51.938,-10.241,0,5.6,1.8,76.53,993,9.34,17.3,29.5,31.7,NE
09/03/2024 10:00,Kerry,51.938,-10.241,0,7,4,81.21,993,14.96,27.7,35.3,50,NE
09/03/2024 11:00,Kerry,51.938,-10.241,0,7,4,81.21,993,14.96,27.7,48.6,50,NE
09/03/2024 12:00,Kerry,51.938,-10.241,0,8,4,75.85,993,17.12,31.7,42.5,60,NE
09/03/2024 13:00,Kerry,51.938,-10.241,0,8,4,75.85,993,14.96,27.7,44.3,60,NE
09/03/2024 14:00,Kerry,51.938,-10.241,0,8,4,75.85,992,14.96,27.7,42.8,60,NE
09/03/2024 15:00,Kerry,51.938,-10.241,0.1,8,4,75.85,993,13.99,25.9,40,60,NE
09/03/2024 16:00,Kerry,51.938,-10.241,0,8.8,3.8,70.84,993,10.48,19.4,38.9,50.2,NE
09/03/2024 17:00,Kerry,51.938,-10.241,0,7,4,81.21,993,12.04,22.3,33.8,50,NE
09/03/2024 18:00,Kerry,51.938,-10.241,0,7,5,87.09,993,13.99,25.9,31.7,60,NE
09/03/2024 19:00,Kerry,51.938,-10.241,0,7,5,87.09,994,6.05,11.2,31.7,40,NE
09/03/2024 20:00,Kerry,51.938,-10.241,0,7,5,87.09,994,4.1,7.6,27.4,30,NE
09/03/2024 21:00,Kerry,51.938,-10.241,0,7,5,87.09,995,2.92,5.4,24.8,40,NE
09/03/2024 22:00,Kerry,51.938,-10.241,0,6.6,3.9,82.89,995,7.02,13,22.7,24.7,NE
09/03/2024 23:00,Kerry,51.938,-10.241,0,6.5,3.9,83.46,995,6.43,11.9,22,20.3,NW
09/03/2024 00:00,Galway,53.326,-9.901,0,6.6,3.1,78.34,998,17.87,33.1,44.3,74.2,E
09/03/2024 01:00,Galway,53.326,-9.901,0,6.5,3.1,78.88,998,17.28,32,44.3,72.2,E
09/03/2024 02:00,Galway,53.326,-9.901,0,6.3,3.2,80.54,998,17.12,31.7,42.8,74.1,E
09/03/2024 03:00,Galway,53.326,-9.901,0,6.2,3.1,80.53,998,16.9,31.3,42.5,72.4,E
09/03/2024 04:00,Galway,53.326,-9.901,0,6.1,2.6,78.26,998,17.12,31.7,42.5,72.8,E
09/03/2024 05:00,Galway,53.326,-9.901,0,5.7,2.1,77.65,998,16.74,31,43.2,66.5,NE
09/03/2024 06:00,Galway,53.326,-9.901,0,5.8,2,76.56,997,15.34,28.4,37.8,62.1,NE
09/03/2024 07:00,Galway,53.326,-9.901,0,5.8,1.9,76.02,996,16.31,30.2,41,58.3,NE
09/03/2024 08:00,Galway,53.326,-9.901,0,5.7,2.2,78.2,997,17.5,32.4,43.2,55,NE
09/03/2024 09:00,Galway,53.326,-9.901,0,6,2.1,76.05,997,17.5,32.4,44.6,54.7,NE
09/03/2024 10:00,Galway,53.326,-9.901,0,6.4,2.5,76.12,996,18.68,34.6,46.4,55.7,NE
09/03/2024 11:00,Galway,53.326,-9.901,0,6.8,2.7,75.11,996,18.47,34.2,47.5,60.6,NE
09/03/2024 12:00,Galway,53.326,-9.901,0,7.3,2.6,72.07,996,17.28,32,42.5,61.7,NE
09/03/2024 13:00,Galway,53.326,-9.901,0,7.9,2.7,69.67,996,19.06,35.3,48.6,73,E
09/03/2024 14:00,Galway,53.326,-9.901,0,8.4,2.8,67.83,996,16.52,30.6,47.5,70.1,E
09/03/2024 15:00,Galway,53.326,-9.901,0,8.5,3.1,68.81,996,14.8,27.4,40.3,64,NE
09/03/2024 16:00,Galway,53.326,-9.901,0,8.5,3.2,69.3,996,14.36,26.6,36.7,63.8,NE
09/03/2024 17:00,Galway,53.326,-9.901,0,8.1,3.6,73.25,996,14.36,26.6,37.1,62.4,NE
09/03/2024 18:00,Galway,53.326,-9.901,0.1,7.5,3.9,77.93,996,12.85,23.8,31.7,57.7,NE
09/03/2024 19:00,Galway,53.326,-9.901,0,7.4,3.9,78.46,997,12.64,23.4,32.4,50.3,NE
09/03/2024 20:00,Galway,53.326,-9.901,0,7.3,3.9,79,997,12.26,22.7,32,41.2,NE
09/03/2024 21:00,Galway,53.326,-9.901,0,7.2,4,80.11,997,10.91,20.2,30.2,47.6,NE
09/03/2024 22:00,Galway,53.326,-9.901,0,7.2,4.3,81.81,998,11.66,21.6,29.2,54.3,NE
09/03/2024 23:00,Galway,53.326,-9.901,0,7.1,4.5,83.53,998,11.07,20.5,28.8,52.7,NE
09/03/2024 00:00,Dublin,53.428,-6.241,0,5,2,80.94,1001,19.06,35.3,50,90,E
09/03/2024 01:00,Dublin,53.428,-6.241,0,6,1,70.29,1001,18.09,33.5,49.7,90,E
09/03/2024 02:00,Dublin,53.428,-6.241,0,5,1,75.34,1000,14.96,27.7,46.4,90,E
09/03/2024 03:00,Dublin,53.428,-6.241,0,6,2,75.51,999,15.93,29.5,42.1,80,E
09/03/2024 04:00,Dublin,53.428,-6.241,0,6,2.9,81.07,998,21.01,38.9,44.6,70,E
09/03/2024 05:00,Dublin,53.428,-6.241,0,6,2.9,81.07,998,19.06,35.3,50,80,E
09/03/2024 06:00,Dublin,53.428,-6.241,0,6,2.9,81.07,997,20.03,37.1,57.6,70,E
09/03/2024 07:00,Dublin,53.428,-6.241,0.1,6,2.9,81.07,997,21.98,40.7,57.2,70,E
09/03/2024 08:00,Dublin,53.428,-6.241,0,6,2,75.52,997,21.98,40.7,61.2,70,E
09/03/2024 09:00,Dublin,53.428,-6.241,0,6,2.9,81.07,997,21.01,38.9,59.4,70,E
09/03/2024 10:00,Dublin,53.428,-6.241,0.1,6.9,2.9,75.69,997,19.06,35.3,53.6,70,E
09/03/2024 11:00,Dublin,53.428,-6.241,0.1,7,2.9,75.68,996,21.01,38.9,57.6,70,E
09/03/2024 12:00,Dublin,53.428,-6.241,0.6,6.9,4,81.22,996,20.03,37.1,53.6,70,E
09/03/2024 13:00,Dublin,53.428,-6.241,0,6.9,4,81.22,996,21.98,40.7,62.6,80,E
09/03/2024 14:00,Dublin,53.428,-6.241,0.3,6.9,5,87.1,995,18.09,33.5,59,80,E
09/03/2024 15:00,Dublin,53.428,-6.241,0.8,7,5,87.09,995,15.93,29.5,40.7,80,E
09/03/2024 16:00,Dublin,53.428,-6.241,0.2,7,5,87.09,995,17.12,31.7,42.5,80,E
09/03/2024 17:00,Dublin,53.428,-6.241,0,7,5,87.1,995,15.93,29.5,37.4,70,E
09/03/2024 18:00,Dublin,53.428,-6.241,0,7,6,93.35,995,14.96,27.7,34.6,70,E
09/03/2024 19:00,Dublin,53.428,-6.241,0,7,6,93.35,995,14.96,27.7,36,60,NE
09/03/2024 20:00,Dublin,53.428,-6.241,0.4,7.9,5,81.36,996,13.01,24.1,36.7,50,NE
09/03/2024 21:00,Dublin,53.428,-6.241,0.1,7,5,87.1,996,14.96,27.7,43.2,70,E
09/03/2024 22:00,Dublin,53.428,-6.241,0,7.9,5,81.35,996,18.09,33.5,43.2,70,E
09/03/2024 23:00,Dublin,53.428,-6.241,0,7,5,87.09,996,13.01,24.1,40.7,60,NE
09/03/2024 00:00,Cork,51.847,-8.486,0,7,3,75.68,995,20.03,37.1,50.4,80,E
09/03/2024 01:00,Cork,51.847,-8.486,0,7,3,75.68,995,18.09,33.5,51.1,80,E
09/03/2024 02:00,Cork,51.847,-8.486,0,6,3,81.07,994,15.93,29.5,46.4,80,E
09/03/2024 03:00,Cork,51.847,-8.486,0,5,3,86.9,994,15.93,29.5,42.8,60,NE
09/03/2024 04:00,Cork,51.847,-8.486,0,5,2,80.94,993,18.09,33.5,42.1,60,NE
09/03/2024 05:00,Cork,51.847,-8.486,0,5,3,86.9,993,18.09,33.5,53.6,50,NE
09/03/2024 06:00,Cork,51.847,-8.486,0,5,3,86.9,992,21.01,38.9,42.1,50,NE
09/03/2024 07:00,Cork,51.847,-8.486,0,5,3,86.9,992,14.96,27.7,41,50,NE
09/03/2024 08:00,Cork,51.847,-8.486,0,5,3,86.9,992,15.93,29.5,40,40,NE
09/03/2024 09:00,Cork,51.847,-8.486,0,5,3,86.9,992,13.01,24.1,39.2,50,NE
09/03/2024 10:00,Cork,51.847,-8.486,0,6,3,81.07,992,17.12,31.7,46.1,50,NE
09/03/2024 11:00,Cork,51.847,-8.486,0.1,6,4,87,991,17.12,31.7,54,50,NE
09/03/2024 12:00,Cork,51.847,-8.486,0,6,4,87,991,15.93,29.5,45.4,60,NE
09/03/2024 13:00,Cork,51.847,-8.486,0,6,4,87,991,15.93,29.5,52.9,60,NE
09/03/2024 14:00,Cork,51.847,-8.486,0,7,4,81.21,991,17.12,31.7,56.5,60,NE
09/03/2024 15:00,Cork,51.847,-8.486,0.1,7,4.9,87.09,991,15.93,29.5,56.2,60,NE
09/03/2024 16:00,Cork,51.847,-8.486,0.1,7,5,87.09,991,13.99,25.9,43.9,50,NE
09/03/2024 17:00,Cork,51.847,-8.486,0,6.9,4.9,87.09,991,12.04,22.3,39.2,40,NE
09/03/2024 18:00,Cork,51.847,-8.486,0,6.9,5,87.09,992,11.07,20.5,28.1,40,NE
09/03/2024 19:00,Cork,51.847,-8.486,0,6,5,93.3,992,8.96,16.6,29.9,20,NW
09/03/2024 20:00,Cork,51.847,-8.486,0.3,6,5.9,100,993,12.04,22.3,31.3,20,NW
09/03/2024 21:00,Cork,51.847,-8.486,0.1,6,5.9,100,993,12.04,22.3,32.8,20,NW
09/03/2024 22:00,Cork,51.847,-8.486,0.1,6,5,93.3,993,13.99,25.9,32,20,NW
09/03/2024 23:00,Cork,51.847,-8.486,0.1,6,6,100,993,13.01,24.1,31.3,10,NW
09/03/2024 00:00,Clare,52.69,-8.918,0,6,2,75.51,997,13.99,25.9,29.5,60,NE
09/03/2024 01:00,Clare,52.69,-8.918,0,6,1,70.29,997,12.04,22.3,29.9,70,E
09/03/2024 02:00,Clare,52.69,-8.918,0,5,1,75.34,997,7.99,14.8,28.1,40,NE
09/03/2024 03:00,Clare,52.69,-8.918,0,5,2,80.94,996,12.04,22.3,28.8,50,NE
09/03/2024 04:00,Clare,52.69,-8.918,0,6,2,75.51,996,12.04,22.3,30.6,40,NE
09/03/2024 05:00,Clare,52.69,-8.918,0,5,2,80.94,995,14.96,27.7,30.6,40,NE
